BranchCode,SiteCode,FleetCode,CustomerCode,ModelCode,AssetName,SerialNumber,RegistrationCounter,ComponentCode,ModifierCode,TaskTypeCode,TaskCounterCode,StrategyTaskDescription,FrequencyValue,LifeToDateValue,PrimaryPartNumberCode,NextPartNumberCode,SourceOfSupplyCode,StrategyUOMCode,StrategyUsageValue,NewStrategyUsageValue,StrategyDate,NewStrategyDate,SalesStatusCode,ReviewStatusCode,PartClassificationCode,SalesLostReasonCode,SalesStatusCommentsNote,PurchaseOrderNumber
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Graders,BHP BILLITON IRON ORE,24,GR7111 - E9Z00217,0E9Z00217,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,20000,11731,5004282X,5004282X,503,H,40089,,20270930,20270930,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Service Trucks,BHP BILLITON IRON ORE,3900G,ST2006 - KZ000113,0KZ000113,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,8970,HM05505X,HM05505X,503,H,33659,,20270731,20270731,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO PER CSM FORECAST SEPTEMBER 2024 - TRO; Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5703 - RBT00333,0RBT00333,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION CHANGEOUT,18000,827,4791630X,4791630X,503,H,58287,,20290712,20260731,Unknown,Not Reviewed,CUSTOMER REBUILD,,,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5701 - RBT00334,0RBT00334,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION CHANGEOUT,18000,663,4791630X,4791630X,503,H,60852,,20290722,20251130,Unknown,Not Reviewed,CUSTOMER REBUILD,,,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Wheel Dozers,BHP BILLITON IRON ORE,854K,DZ2241 - RM600318,0RM600318,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,15000,11762,3466114X,3466114X,501,H,23501,,20270630,20270630,Unknown,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Graders,BHP BILLITON IRON ORE,18,GR6284 - NN600188,0NN600188,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,14500,3380,3810675X,3810675X,501,H,27620,,20280908,20251231,Unknown,Not Reviewed,CUSTOMER REBUILD,,,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5134 - SSP00424,0SSP00424,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,42257,4791630X,4791630X,503,H,96535,,20270131,20270131,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO; Per BHP Consumption Forecast October 2023 - MSC; Per BHP Consumption Forecast July 2023 - MSC Per Overdue Component Report June 2023 - MSC Per 793F Engine Forecast Data from CSM July 2023 - MSC SD- PEX BO Report 16.12.2022;SD- Per BHP Forecast Exceptions Review Dec 2022; Per Nick's 793F Engine Update OCT 2022 - MSC; Per BHP Exception Update Oct 2022 - MSC,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5140 - SSP00429,0SSP00429,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,20205,4791630X,4791630X,503,H,99040,,20261130,20261130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5163 - SSP00531,0SSP00531,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,6064,4791630X,4791630X,503,H,101466,,20270531,20260531,Unknown,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Trucks,BHP BILLITON IRON ORE,793F,DT5168 - SSP00572 CMD,0SSP00572,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,30598,4791630X,4791630X,503,H,90501,,20271130,20271130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO; Per BHP Consumption Forecast July 2023 - MSC Per Sales Status Update May 2023 - MSC,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5167 - SSP00557 CMD,0SSP00557,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,18997,4791630X,4791630X,503,H,97634,,20270228,20270228,Unknown,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TRO,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5182 - SSP00761,0SSP00761,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,9390,4791630X,4791630X,503,H,91640,,20270630,20270630,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5180 - SSP00764,0SSP00764,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,19551,4791630X,4791630X,503,H,95776,,20261231,20261231,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5191 - SSP00766,0SSP00766,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,26050,4791630X,4791630X,503,H,99254,,20270228,20260228,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5246 - SSP00949,0SSP00949,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,16285,4791630X,4791630X,503,H,92455,,20270531,20270531,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5243 - SSP00944,0SSP00944,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,18790,4791630X,4791630X,503,H,91803,,20270131,20270131,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5253 - SSP00700 CMD,0SSP00700,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,15929,4791630X,4791630X,503,H,84488,,20260521,20260521,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,NH- Per Pex BO 24/3/26 from MR09289 to MR09769,MR09769
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5288 - RBT00176,0RBT00176,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,22941,4791630X,4791630X,503,H,68277,,20260831,20260831,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Trucks,BHP BILLITON IRON ORE,793F,DT5250 - RBT00167 CMD,0RBT00167,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,4531,4791630X,4791630X,503,H,78420,,20260712,20260712,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  BHP RLEP DATE AND PART NUMBERPer CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;BHP RLEP DATE AND PART NUMBER DO NOT DELETEBHP RLEP DATE AND PART NUMBER DO NOT DELETE,MR09375
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5257 - SSP00892,0SSP00892,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,13346,4791630X,4791630X,503,H,97845,,20271031,20271031,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TRO,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Loaders,BHP BILLITON IRON ORE,992K,WL6012 - ZMX00505,0ZMX00505,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,15000,10987,3466114X,3466114X,501,H,61039,,20270930,20270930,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5273 - SSP01034 CMD,0SSP01034,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,6548,4791630X,4791630X,503,H,77622,,20260821,20260821,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;,MR09098
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5266 - SSP01025 CMD,0SSP01025,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,18624,4791630X,4791630X,503,H,81026,,20260425,20260425,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  BHP RLEP DATE AND PART NUMBERPer CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;BHP RLEP DATE AND PART NUMBER DO NOT DELETEBHP RLEP DATE AND PART NUMBER DO NOT DELETE BHP RLEP DATE AND PART NUMBER DO NOT DELETE Per CSM Forecast Dec 24 -TRO;Per CSM Forecast Nov 24 - TROPer CSM Master Sales Status Report April 2024 - TRO;,MR09392
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Trucks,BHP BILLITON IRON ORE,793,DT5689 - TWN00201,0TWN00201,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,27500,14995,6026454X,6026454X,503,H,22976,,20270831,20270831,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Trucks,BHP BILLITON IRON ORE,793,DT5688 - TWN00200,0TWN00200,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,27500,14852,6026454X,6026454X,503,H,22832,,20270831,20270831,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Trucks,BHP BILLITON IRON ORE,793,DT5685 - TWN00192,0TWN00192,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,27500,15232,6026454X,6026454X,503,H,21855,,20270630,20270630,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Wheel Dozers,BHP BILLITON IRON ORE,854K,DZ2257 - RM600324,0RM600324,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,15000,16657,3466114X,3466114X,501,H,18290,,20261130,20261130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Dozers,BHP BILLITON IRON ORE,D11,DZ9032 - KSN00612,0KSN00612,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,12000,13988,5726451X,5726451X,501,H,16199,,20270131,20270131,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5702 - RBT00332,0RBT00332,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION CHANGEOUT,18000,20317,4791630X,4791630X,503,H,43606,,20261231,20261231,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5704 - RBT00329,0RBT00329,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION CHANGEOUT,18000,19770,4791630X,4791630X,503,H,42398,,20261130,20261130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5258 - SSP00273,0SSP00273,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION CHANGEOUT,18000,1714,4791630X,4791630X,503,H,108035,,20290519,20260228,Unknown,Not Reviewed,CUSTOMER REBUILD,,,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Graders,BHP BILLITON IRON ORE,18,GR6281 - NN600172,0NN600172,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,14500,7801,3810675X,3810675X,501,H,28283,,20271031,20271031,Unknown,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Graders,BHP BILLITON IRON ORE,18M3,GR6201 - E9W00292,0E9W00292,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,14500,8350,3810675X,3810675X,501,H,26470,,20270531,20270531,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast September 2025 - TRO;,
WA - BHP Billiton,BHP-Jimblebar South,BHP-Jimblebar South-Loaders,BHP BILLITON IRON ORE,992K HL,WL6305 - RM500252,0RM500252,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,15000,9277,3466114X,3466114X,501,H,27633,,20270831,20270831,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Forecast July 25 - TRO;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Service Trucks,BHP BILLITON IRON ORE,3900G,ST2268 - KZ000186,0KZ000186,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,18966,HM05505X,HM05505X,501,H,22931,,20270430,20270430,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Graders,BHP BILLITON IRON ORE,18,GR6240 - NN600106,0NN600106,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,14500,9401,3810675X,3810675X,501,H,27938,,20270630,20270630,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Loaders,BHP BILLITON IRON ORE,994K,WL7117 - MM900334,0MM900334,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION OVERHAUL - GUILDFORD CRC BASE BUILD,15000,10276,3882728X,3882728X,501,H,37558,,20261231,20261231,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;,
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F CMD,DT5406 - RBT00280 CMD,0RBT00280,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,16242,4791630X,4791630X,503,H,56938,,20270630,20270630,Confident,Not Reviewed,503 PEX CONTRACT,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO,
WA - BHP Billiton,BHP-South Flank,BHP-South Flank-Wheel Dozers,BHP BILLITON IRON ORE,854K,DZ2235 - RM600279,0RM600279,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,15000,19162,3466114X,3466114X,501,H,36223,,20260731,20260731,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Yandi,BHP-Yandi-Loaders,BHP BILLITON IRON ORE,988H,LW5063 - BXY02314,0BXY02314,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,12000,13554,10R7447,10R7447,000,H,67407,,20260228,20260228,Confident,Not Reviewed,000 CAT REMAN,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPer CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5130 - SSP00406,0SSP00406,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,19715,4791630X,4791630X,503,H,100288,,20270331,20270331,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5129 - SSP00405,0SSP00405,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,22870,4791630X,4791630X,503,H,96354,,20260821,20260630,Confident,Not Reviewed,CUSTOMER REBUILD,,"Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Forecast Nov 24 - TROPER CSM FORECAST SEPTEMBER 2024 - TRO: Per CSM Master Sales Status Report April 2024 - TRO; Per BHP Consumption Forecast October 2023 - MSC; Per BHP Consumption Forecast July 2023 - MSC BHP Rotable, Customer Owned Iron - Per CSM Mail (PARTS ONLY) - May 2023",
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5157 - SSP00511,0SSP00511,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,27220,4791630X,4791630X,503,H,95908,,20261206,20251231,Confident,Not Reviewed,CUSTOMER REBUILD,,"Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  Per CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;Per CSM Forecast Feb 25 - TRO Per CSM Forecast Dec 24 - TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per BHP Consumption Forecast July 2023 - MSC BHP Rotable, Customer Owned Iron - Per CSM Mail (PARTS ONLY) - May 2023",
WA - BHP Billiton,BHP-Newman Operations,BHP-Newman Operations-Trucks,BHP BILLITON IRON ORE,793F,DT5190 - SSP00760 CMD,0SSP00760,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,10398,4791630X,4791630X,503,H,83143,,20260411,20260411,Sale Confirmed,Not Reviewed,503 PEX CONTRACT,,"Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Forecast July 25 - TRO; Per CSM Forecast June 25 - TRO; Per CSM Forecast May 25 - TRO;  BHP RLEP DATE AND PART NUMBERPer CSM Forecast April 25 - TRO:Per CSM Forecast March 25 - TRO;BHP RLEP DATE AND PART NUMBER DO NOT DELETEBHP RLEP DATE AND PART NUMBER DO NOT DELETE BHP RLEP DATE AND PART NUMBER DO NOT DELETE Pushed to Next Occurance Date after CCR build, post RLEP occurance (re-update only upon CSM review);",MR09337
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5218 - SSP00846,0SSP00846,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,18434,4791630X,4791630X,503,H,91023,,20261130,20261130,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO;,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Parked Equipment,BHP BILLITON IRON ORE,793F,DT5222 - SSP00859,0SSP00859,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,7253,4791630X,4791630X,503,H,92127,,20271031,20271031,Unknown,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TRO,
WA - BHP Billiton,BHP-Area C,BHP-Area C-Trucks,BHP BILLITON IRON ORE,793F,DT5224 - SSP00863,0SSP00863,058901,3030,00,RB,0,3030.00.RB.0 TRANSMISSION,18000,17303,4791630X,4791630X,503,H,96448,,20270731,20270731,Confident,Not Reviewed,CUSTOMER REBUILD,,Per CSM Forecast Nov 25 - TRO;Per CSM Forecast October 25 - TROPer CSM Forecast September 2025 - TRO;Per CSM Foreast August 25 - TRO;Per CSM Forecast July 25 - TRO;Per CSM Master Sales Status Report April 2024 - TRO; Per Feb Rolling Changeouts 5/3 - TRO,
